MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Street_0,Alley_0,LotShape_0,CentralAir_0,GarageType_0,Fence_0,PavedDrive_0,LandSlope_0,GarageFinish_0,Electrical_0,SaleCondition_0,SaleType_0,MSSubClass_0,MSZoning_0,ExterQual_0,ExterCond_0,BsmtQual_0,BsmtCond_0,BsmtExposure_0,BsmtFinType1_0,BsmtFinType2_0,HeatingQC_0,KitchenQual_0,FireplaceQu_0,GarageQual_0,GarageCond_0,PoolQC_0,Functional_0,AggSF,bath_score,porch_area,n_porch,pool,pool_score,heat_fireplace_fQc,overall_score,exter_score,Kitchen_score,yr_group,basement_score,big_med_area,Yrs_Remodel,remodel_group,veneer,SalePrice,N_coded_mean,garage_score,HouseAge,liv_ratio,room_size,Total_Rooms,lowqual_ratio,GrLivArea_Score,BsmtFinSF_score,TotalBath_Abv,TotalBath_Bsmt,Bsm_1stFlr_ratio,CarArea,MSSubClass_,YrSold_,MoSold_,YearBuilt_,YearRemodAdd_,GarageYrBlt_,MSZoning_labeled,Street_labeled,Alley_labeled,LotShape_labeled,LandContour_labeled,LotConfig_labeled,LandSlope_labeled,Neighborhood_labeled,Condition1_labeled,Condition2_labeled,BldgType_labeled,HouseStyle_labeled,RoofStyle_labeled,RoofMatl_labeled,Exterior1st_labeled,Exterior2nd_labeled,MasVnrType_labeled,ExterQual_labeled,ExterCond_labeled,Foundation_labeled,BsmtQual_labeled,BsmtCond_labeled,BsmtExposure_labeled,BsmtFinType1_labeled,BsmtFinType2_labeled,Heating_labeled,HeatingQC_labeled,CentralAir_labeled,Electrical_labeled,KitchenQual_labeled,Functional_labeled,FireplaceQu_labeled,GarageType_labeled,GarageFinish_labeled,GarageQual_labeled,GarageCond_labeled,PavedDrive_labeled,PoolQC_labeled,Fence_labeled,MiscFeature_labeled,SaleType_labeled,SaleCondition_labeled,MSSubClass__labeled,YrSold__labeled,MoSold__labeled,YearBuilt__labeled,YearRemodAdd__labeled,GarageYrBlt__labeled
20,RL,80.0,13500,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,7,1960,1975,Flat,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,BLQ,1.0834922401330107,ALQ,1.1241647449341963,0.9979035478286284,1.1396915357474662,GasA,Gd,Y,SBrkr,1252,0,0,1252,1,0,1,0,1,1,TA,4,Typ,1,Gd,Attchd,1960.0,RFn,2,564,TA,TA,Y,409,0,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,3,2008,WD,Normal,1,2,3,1,5,0,2,2,2,4,4,4,11,4,2,2,4,3,4,4,5,3,2,4,3,3,0,7,3418,2.5,409,1,0,0,12,42,4,2,1,9.370919845738385,0,33,2,0,235000,211724.50575285163,16.5,48,0.09274074074074073,313.0,6,0.0,7512,1.2180237777673069,1.0,1.0,0.0009102967537919058,282.0,20,2008,3,1960,1975,1960.0,3,1,0,3,3,4,0,4,2,2,0,2,0,0,3,10,2,3,4,1,3,4,2,1,0,1,2,1,4,3,6,3,1,2,5,5,2,0,0,0,8,4,4,2,5,61,25,47
30,RM,84.0,11340,Pave,Does Not Have,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1.1284109285874642,1.1284109285874642,GasA,TA,Y,FuseA,1200,0,0,1200,0,0,1,0,4,1,TA,7,Typ,0,Does Not Have,Detchd,1923.0,Unf,1,312,Fa,Fa,Y,0,0,228,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,3,2006,WD,Family,1,2,3,1,2,0,2,2,1,3,2,4,0,2,2,2,3,3,1,1,1,2,2,0,2,2,0,7,2712,2.0,228,1,0,0,0,30,4,2,2,1.0,0,56,1,0,125000,129120.76878973105,8.5,83,0.10582010582010581,171.42857142857142,9,0.0,7200,0.0,1.0,0.0,0.0009403424404895535,312.0,30,2006,3,1923,1950,1923.0,4,1,0,3,3,0,0,17,2,2,0,2,1,0,13,14,2,3,4,0,4,4,4,6,6,1,4,1,0,3,6,0,5,3,2,2,2,0,0,0,8,3,5,0,5,27,0,12
50,RL,60.0,9600,Pave,Does Not Have,Reg,Lvl,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1.0968844006089602,1.0968844006089602,Grav,Fa,N,FuseF,572,524,0,1096,0,0,1,0,2,1,TA,5,Typ,0,Does Not Have,Does Not Have,0.0,Does Not Have,0,0,Does Not Have,Does Not Have,N,0,8,128,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,4,2008,WD,Normal,1,2,3,0,0,0,0,2,0,2,4,4,6,4,2,2,3,3,1,1,1,1,2,0,0,0,0,7,1668,2.0,136,2,0,0,0,30,4,2,2,1.0,0,58,1,0,79000,128838.06099125525,0.0,84,0.11416666666666667,219.2,7,0.0,6576,0.0,1.0,0.0,0.0019176300709946856,0.0,50,2008,4,1924,1950,0.0,3,1,0,3,3,0,0,7,0,2,0,0,1,0,13,14,2,3,4,0,4,4,4,6,6,3,1,0,1,3,6,0,6,0,0,0,0,0,0,0,8,4,8,2,6,28,0,0
20,RL,60.0,7200,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Does Not Have,Does Not Have,Does Not Have,Does Not Have,0.0,Does Not Have,0.0,0.0,0.0,GasA,TA,Y,FuseF,1040,0,0,1040,0,0,1,0,2,1,TA,5,Typ,0,Does Not Have,Detchd,1950.0,Unf,2,625,TA,TA,Y,0,0,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,6,2006,WD,Normal,1,2,3,1,2,0,2,2,1,2,4,4,11,4,2,2,0,0,0,0,0,2,2,0,3,3,0,7,1665,2.0,0,0,0,0,0,35,4,2,1,0.0,0,56,1,0,109500,144582.94615935674,12.0,56,0.14444444444444443,208.0,7,0.0,5200,0.0,1.0,0.0,0.0,312.5,20,2006,6,1950,1950,1950.0,3,1,0,3,3,4,0,12,2,2,0,2,3,0,13,14,2,3,4,1,0,0,1,2,2,1,4,1,1,3,6,0,5,3,5,5,2,0,0,0,8,4,4,0,8,51,0,37
60,RL,92.0,12003,Pave,Does Not Have,Reg,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,BrkFace,84.0,Gd,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1.1102377273044557,1.1102377273044557,GasA,Ex,Y,SBrkr,774,1194,0,1968,0,0,2,1,4,1,Ex,8,Typ,1,Gd,BuiltIn,2009.0,Fin,3,680,TA,TA,Y,0,75,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,5,2010,New,Partial,1,2,3,1,6,0,2,2,3,4,5,7,14,4,3,2,5,3,1,1,1,4,4,4,3,3,0,7,3422,5.0,75,1,0,0,16,40,6,4,0,1.0,1,0,0,1,269500,238308.1541727995,21.0,1,0.16395901024743814,246.0,12,0.0,15744,0.0,2.5,0.0,0.0014344156683520099,226.66666666666666,60,2010,5,2009,2010,2009.0,3,1,0,3,3,0,0,23,2,2,0,5,1,0,12,13,1,2,4,2,1,4,4,6,6,1,0,1,4,0,6,3,3,1,5,5,2,0,0,0,6,5,9,4,7,110,60,96
60,FV,100.0,12552,Pave,Does Not Have,Reg,Lvl,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1.0499184031564,Unf,0.0,1.1099589077448175,1.1206437078606715,GasA,Ex,Y,SBrkr,991,956,0,1947,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,RFn,2,678,TA,TA,Y,0,136,0,0,0,0,Does Not Have,GdWo,Does Not Have,0,5,2010,WD,Normal,1,2,3,1,5,2,2,2,2,4,4,4,14,5,3,2,4,3,1,6,1,4,3,4,3,3,0,7,3616,5.0,136,1,0,0,16,35,6,3,0,6.376313499004469,1,5,0,0,254900,224283.8576837785,16.5,6,0.1551147227533461,243.375,12,0.0,13629,0.0,2.5,0.0,0.0011308210977403344,339.0,60,2010,5,2004,2005,2004.0,1,1,0,3,3,0,0,21,2,2,0,5,1,0,12,13,2,2,4,2,3,4,4,3,6,1,0,1,4,2,6,3,1,2,5,5,2,0,2,0,8,4,9,4,7,105,55,91
60,RL,134.0,19378,Pave,Does Not Have,IR1,HLS,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,0.9637291374803095,Unf,0.0,1.1326340438521862,1.1342705964227695,GasA,Ex,Y,SBrkr,1392,1070,0,2462,1,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,2006.0,RFn,2,576,TA,TA,Y,239,132,0,168,0,0,Does Not Have,Does Not Have,Does Not Have,0,3,2006,New,Partial,1,2,2,1,5,0,2,2,2,4,5,7,14,4,3,2,4,3,2,6,1,4,3,4,3,3,0,7,4430,5.5,539,3,0,0,16,35,6,3,0,5.610753040597574,1,0,0,1,320000,192537.55625340954,16.5,1,0.12705129528331097,273.55555555555554,13,0.0,17234,0.0,2.5,1.0,0.0008148495663956678,288.0,60,2006,3,2005,2006,2006.0,3,1,0,0,1,0,0,8,2,2,0,5,1,0,12,13,1,2,4,2,3,4,3,3,6,1,0,1,4,2,6,3,1,2,5,5,2,0,0,0,6,5,9,0,5,106,56,93
20,RL,68.0,11120,Pave,Does Not Have,IR1,Lvl,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,BLQ,1.1032912758484164,Unf,0.0,1.0968844006089602,1.1294602095044306,GasA,TA,Y,SBrkr,1232,0,0,1232,0,0,2,0,3,1,TA,6,Typ,0,Does Not Have,Attchd,1984.0,Unf,2,516,TA,TA,Y,0,0,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,6,2008,WD,Normal,1,2,2,1,5,0,2,2,1,4,4,4,11,4,2,2,4,3,1,4,1,2,2,0,3,3,0,7,2980,4.0,0,0,0,0,0,36,4,2,0,4.799984567251132,0,24,2,0,162500,229067.0159910698,15.0,24,0.11079136690647481,205.33333333333334,9,0.0,7392,0.0,2.0,0.0,0.0009167696505717781,258.0,20,2008,6,1984,1984,1984.0,3,1,0,0,3,1,0,24,2,2,0,2,1,0,9,10,2,3,4,2,3,4,4,1,6,1,4,1,4,3,6,0,1,3,5,5,2,0,0,0,8,4,4,2,8,85,34,71
60,RL,110.0,13688,Pave,Does Not Have,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,664.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1.121668900177656,Unf,0.0,1.0955946432176857,1.1389691921161245,GasA,Ex,Y,SBrkr,1572,1096,0,2668,1,0,2,1,3,1,Ex,10,Typ,2,Gd,BuiltIn,2003.0,Fin,3,726,TA,TA,Y,400,0,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,3,2008,WD,Normal,1,2,2,1,6,0,2,2,3,4,4,4,14,4,3,2,5,3,3,6,1,4,4,4,3,3,0,7,4966,5.5,400,1,0,0,32,45,6,4,0,6.7861938788567775,1,4,0,1,412500,310695.6776328819,21.0,5,0.19491525423728814,266.8,14,0.0,24012,0.0,2.5,1.0,0.0007245351094886288,242.0,60,2008,3,2003,2004,2003.0,3,1,0,0,3,4,0,16,2,2,0,5,1,0,12,13,1,2,4,2,1,4,0,3,6,1,0,1,4,0,6,3,3,1,5,5,2,0,0,0,8,4,9,2,5,104,54,90
20,RL,95.0,12182,Pave,Does Not Have,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,Gd,TA,PConc,Gd,TA,Mn,BLQ,1.128444208845614,Unf,0.0,1.0721314985404802,1.138205816195057,GasA,Ex,Y,SBrkr,1541,0,0,1541,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,RFn,2,532,TA,TA,Y,0,70,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,5,2010,New,Partial,1,2,3,1,5,0,2,2,2,4,5,7,11,4,3,2,4,3,2,4,1,4,3,4,3,3,0,7,3614,4.0,70,1,0,0,16,35,6,3,0,4.8487431304984705,0,5,0,1,220000,310695.6776328819,16.5,5,0.12649811196847807,220.14285714285714,10,0.0,10787,0.0,2.0,0.0,0.0007386150656684341,266.0,20,2010,5,2005,2005,2005.0,3,1,0,3,3,0,0,16,2,2,0,2,1,0,12,13,1,2,4,2,3,4,3,1,6,1,0,1,4,2,6,3,1,2,5,5,2,0,0,0,6,5,4,4,7,106,55,92
45,RL,55.0,5500,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,1956,1956,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1.1157917564471698,1.1157917564471698,GasA,Ex,Y,SBrkr,882,0,0,882,0,0,1,0,1,1,TA,4,Typ,0,Does Not Have,Does Not Have,0.0,Does Not Have,0,0,Does Not Have,Does Not Have,Y,0,0,0,0,0,0,Does Not Have,MnPrv,Does Not Have,0,4,2007,WD,Normal,1,2,3,1,0,3,2,2,0,4,4,4,2,4,2,2,3,3,1,1,1,4,2,0,0,0,0,7,1764,2.0,0,0,0,0,0,24,4,2,1,1.0,0,51,1,0,103200,129120.76878973105,0.0,51,0.16036363636363637,220.5,6,0.0,3528,0.0,1.0,0.0,0.0012650700186475849,0.0,45,2007,4,1956,1956,0.0,3,1,0,3,3,4,0,17,2,2,0,1,1,0,8,8,2,3,4,1,4,4,4,6,6,1,0,1,4,3,6,0,6,0,0,0,2,0,3,0,8,4,7,1,6,57,6,0
40,RM,40.0,5400,Pave,Pave,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,7,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,Mn,LwQ,1.076321274491374,Unf,0.0,1.1105144434785843,1.1266695188561977,GasA,Gd,Y,FuseA,1149,467,0,1616,0,0,2,0,3,1,Gd,5,Typ,0,Does Not Have,Detchd,1926.0,Unf,1,216,TA,TA,Y,0,0,183,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,10,2007,WD,Normal,1,1,3,1,2,0,2,2,1,3,4,4,8,2,2,3,3,3,2,2,1,3,3,0,3,3,0,7,2981,4.0,183,1,0,0,0,42,6,3,2,2.830994701214107,1,3,0,0,152000,129120.76878973105,10.0,81,0.2992592592592593,323.2,8,0.0,9696,0.0,2.0,0.0,0.0009805652905624002,216.0,40,2007,10,1926,2004,1926.0,4,1,2,3,3,0,0,17,2,2,0,2,1,0,8,8,2,3,2,0,4,4,3,4,6,1,2,1,0,2,6,0,5,3,5,5,2,0,0,0,8,4,6,1,1,30,54,15
190,RL,62.0,10106,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,5,7,1940,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,1.0737171699990256,Rec,1.0385775031566287,1.009875623760096,1.102204042228682,GasA,Gd,Y,SBrkr,808,547,0,1355,1,0,2,0,4,2,TA,6,Typ,0,Does Not Have,Does Not Have,0.0,Does Not Have,0,0,Does Not Have,Does Not Have,Y,140,0,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,9,2008,WD,Normal,1,2,3,1,0,0,2,2,0,4,4,4,3,4,2,3,3,3,1,5,3,3,2,0,0,0,0,7,1999,4.5,140,1,0,0,0,35,6,4,2,8.380780594692949,1,9,0,0,127500,128838.06099125525,0.0,68,0.13407876509004552,225.83333333333334,10,0.0,6775,1.1151384975139893,2.0,1.0,0.001364113913649359,0.0,190,2008,9,1940,1999,0.0,3,1,0,3,3,4,0,7,2,2,1,0,1,0,13,14,2,3,2,0,4,4,4,0,5,1,2,1,4,3,6,0,6,0,0,0,2,0,0,0,8,4,3,2,11,43,49,0
20,RL,80.0,10708,Pave,Does Not Have,IR1,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,1993,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,No,LwQ,1.0774997970096278,BLQ,1.1099028887894384,1.08781810036312,1.1400468630363432,GasA,Ex,Y,FuseA,1867,0,0,1867,1,0,1,0,2,1,TA,7,Typ,3,Gd,Attchd,1955.0,Fin,1,303,TA,TA,Y,476,0,0,0,142,0,Does Not Have,GdWo,Does Not Have,0,11,2009,COD,Normal,1,2,2,1,5,2,2,2,3,3,4,2,11,4,3,2,3,3,1,2,4,4,2,4,3,3,0,7,3787,2.5,618,2,0,0,48,25,6,2,1,6.57228902039655,1,16,0,0,190000,211724.50575285163,16.0,54,0.17435562196488608,266.7142857142857,9,0.0,9335,1.1959201373710195,1.0,1.0,0.0006106303497784377,303.0,20,2009,11,1955,1993,1955.0,3,1,0,0,3,4,0,4,2,2,0,2,3,0,13,14,2,2,4,1,4,4,4,4,1,1,0,1,0,3,6,3,1,1,5,5,2,0,2,0,0,4,4,3,2,56,43,42
60,RL,86.0,10562,Pave,Does Not Have,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,1.1312223934372647,Unf,0.0,1.0647664794926537,1.13921173274536,GasA,Ex,Y,SBrkr,1610,551,0,2161,1,0,1,1,3,1,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3,789,TA,TA,Y,178,120,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,11,2007,New,Partial,1,2,3,1,5,0,2,2,3,4,5,7,14,4,3,2,5,3,1,6,1,4,4,4,3,3,0,7,4532,3.5,298,2,0,0,16,40,6,4,0,6.824265763416519,1,0,0,1,325624,310695.6776328819,20.0,0,0.2046014012497633,270.125,11,0.0,17288,0.0,1.5,1.0,0.000707584927171031,263.0,60,2007,11,2007,2007,2007.0,3,1,0,3,3,4,0,16,2,2,0,5,1,0,12,13,3,2,4,2,1,4,4,3,6,1,0,1,4,0,6,3,1,1,5,5,2,0,0,0,6,5,9,1,2,108,57,94
60,RL,62.0,8244,Pave,Does Not Have,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1.1137316434777982,1.1137316434777982,GasA,Ex,Y,SBrkr,840,880,0,1720,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2004.0,Fin,2,440,TA,TA,Y,100,48,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,5,2007,WD,Normal,1,2,2,1,5,0,2,2,3,4,4,4,14,4,3,2,4,3,1,1,1,4,3,4,3,3,0,7,3000,5.0,148,2,0,0,16,35,6,3,0,1.0,1,3,0,0,183500,192537.55625340954,18.0,3,0.20863658418243572,245.71428571428572,11,0.0,12040,0.0,2.5,0.0,0.0013258710041402358,220.0,60,2007,5,2004,2004,2004.0,3,1,0,0,3,4,0,8,2,2,0,5,1,0,12,13,2,2,4,2,3,4,4,6,6,1,0,1,4,2,6,3,1,1,5,5,2,0,0,0,8,4,9,1,7,105,54,91
20,RL,85.0,16669,Pave,Does Not Have,IR1,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1981,1981,Hip,WdShake,Plywood,Plywood,BrkFace,653.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,1.1416336693019722,1.1416336693019722,GasA,TA,Y,SBrkr,1707,0,0,1707,0,0,2,1,2,1,TA,6,Typ,1,TA,Attchd,1981.0,RFn,2,511,TA,TA,Y,574,64,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,1,2006,WD,Normal,1,2,2,1,5,0,2,2,2,4,4,4,11,4,3,2,4,3,1,1,1,2,2,3,3,3,0,7,3904,5.0,638,2,0,0,6,48,6,2,1,1.0,1,25,2,1,228000,238308.1541727995,16.5,25,0.102405663207151,284.5,10,0.0,13656,0.0,2.5,0.0,0.0006687953540140435,255.5,20,2006,1,1981,1981,1981.0,3,1,0,0,3,0,0,23,2,2,0,2,3,5,9,10,1,2,4,1,3,4,4,6,6,1,4,1,4,3,6,5,1,2,5,5,2,0,0,0,8,4,4,0,0,82,31,68
50,RM,60.0,12358,Pave,Does Not Have,IR1,Lvl,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,1.0749710986523657,Unf,0.0,1.0749710986523657,1.107108597597905,GasA,TA,Y,SBrkr,854,0,528,1382,0,0,1,1,2,1,TA,7,Typ,0,Does Not Have,Detchd,1991.0,Unf,2,660,TA,TA,Y,237,0,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,5,2007,WD,Normal,1,2,2,1,2,0,2,2,1,4,4,4,6,2,2,2,3,3,1,3,1,2,2,0,3,3,0,7,2762,3.0,237,1,0,0,0,30,4,2,2,3.8110398669430765,1,57,1,0,128500,129120.76878973105,12.0,66,0.11183039326751902,122.0,10,0.38205499276411,6910,0.0,1.5,0.0,0.0012963800908640574,330.0,50,2007,5,1941,1950,1991.0,4,1,0,0,3,4,0,17,1,2,0,0,1,0,8,8,2,3,4,1,4,4,4,5,6,1,4,1,4,3,6,0,5,3,5,5,2,0,0,0,8,4,8,1,7,44,0,78
20,RL,141.0,31770,Pave,Does Not Have,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,BrkFace,Plywood,Stone,112.0,TA,TA,CBlock,TA,Gd,Gd,BLQ,1.1018577502335274,Unf,0.0,1.0848074637434768,1.1241647449341963,GasA,Fa,Y,SBrkr,1656,0,0,1656,1,0,1,0,3,1,TA,7,Typ,2,Gd,Attchd,1960.0,Fin,2,528,TA,TA,P,210,62,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,5,2010,WD,Normal,1,2,2,1,5,0,1,2,3,4,4,4,11,4,2,2,3,4,4,4,1,1,2,4,3,3,0,7,3264,2.5,272,2,0,0,8,30,4,2,1,4.8121205148535635,1,50,1,1,215000,144582.94615935674,18.0,50,0.05212464589235127,236.57142857142858,9,0.0,9936,0.0,1.0,1.0,0.0006788434450085726,264.0,20,2010,5,1960,1960,1960.0,3,1,0,0,3,0,0,12,2,2,0,2,3,0,3,10,3,3,4,1,4,2,2,1,6,1,1,1,4,3,6,3,1,1,5,5,1,0,0,0,8,4,4,4,7,61,10,47
160,RL,44.0,5306,Pave,Does Not Have,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,1.090241999450113,Rec,1.0481704779406973,1.0741393629964269,1.1235572570196293,GasA,Gd,Y,SBrkr,1064,703,0,1767,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1987.0,RFn,2,504,Gd,TA,Y,441,35,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,6,2006,WD,Normal,1,2,2,1,5,0,2,2,2,4,4,4,5,4,3,3,4,4,1,6,3,3,3,3,4,3,0,7,3335,4.5,476,2,0,0,9,49,9,3,0,9.314453172654328,1,19,0,0,239000,297788.0324605937,17.0,19,0.3330192235205428,353.4,8,0.0,12369,1.1427594776346464,2.0,1.0,0.0010559748656199523,252.0,160,2006,6,1987,1987,1987.0,3,1,0,0,3,4,0,22,2,2,4,5,1,0,6,6,2,2,2,2,3,2,4,3,5,1,2,1,4,2,6,5,1,2,3,5,2,0,0,0,8,4,1,0,8,88,37,74
20,RL,80.0,10197,Pave,Does Not Have,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1961,1961,Gable,CompShg,WdShing,Wd Shng,BrkCmn,491.0,TA,TA,CBlock,TA,TA,No,ALQ,1.0637047095491816,Rec,1.0768492285437212,1.1058790478933416,1.1334191541663696,GasA,TA,Y,SBrkr,1362,0,0,1362,1,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1961.0,Unf,2,504,TA,TA,Y,0,20,0,0,0,0,Does Not Have,Does Not Have,Does Not Have,0,6,2008,COD,Normal,1,2,2,1,5,0,2,2,1,4,4,2,11,4,2,2,3,3,1,5,3,2,2,3,3,3,0,7,3228,3.5,20,1,0,0,6,30,4,2,1,8.22004647241765,1,47,1,1,163000,144582.94615935674,15.0,47,0.1335686966754928,227.0,9,0.0,8172,1.1454495958763593,1.5,1.0,0.0008321726535729586,252.0,20,2008,6,1961,1961,1961.0,3,1,0,0,3,4,0,12,2,2,0,2,1,0,14,15,0,3,4,1,4,4,4,0,5,1,4,1,4,3,6,5,1,3,5,5,2,0,0,0,0,4,4,2,8,62,11,48
